course_id,title,institution,institution_abbrev,institution_type,url,qualification_level,course_code,minor_second_major,admission_type,qualification_required,jae_aggregate,description,source_file,matched_majors,matched_domains,confidence,match_method,needs_review,suggested_majors
s91-mechanical-engineering,Mechanical Engineering,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s91-mechanical-engineering,Diploma,S91,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,,,196polytechniccourses.html,Mechanical Engineering,Engineering|Physical and Environment Sciences,0.95,keyword,False,Mechanical Engineering (1.0); Chemical Engineering (0.86); Biomedical Engineering (0.82)
n67-mass-communication,Mass Communication,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n67-mass-communication,Diploma,N67,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,Mass Communication|Media and Communications,Communication|Politics and Social Studies,1.0,fuzzy,False,Mass Communication (1.0); Media and Communications (0.76); Animation (0.59)
r32-mass-communication,Mass Communication,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r32-mass-communication,Diploma,R32,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,Mass Communication|Media and Communications,Communication|Politics and Social Studies,1.0,fuzzy,False,Mass Communication (1.0); Media and Communications (0.76); Animation (0.59)
t67-marketing,Marketing,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t67-marketing,Diploma,T67,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,9 - 13,,196polytechniccourses.html,Marketing,Business and Economics|Communication,0.95,keyword,False,Marketing (1.0); Digital Marketing (0.69); Advertising (0.6)
c87-robotics-and-mechatronics,Robotics & Mechatronics,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c87-robotics-and-mechatronics,Diploma,C87,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,Engineering,0.5,domain_keyword,True,"Philosophy, Politics and Economics (PPE) (0.48); Artificial Intelligence & Machine Learning (0.43); International Relations (0.43)"
r46-restaurant-and-culinary-management,Restaurant & Culinary Management,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r46-restaurant-and-culinary-management,Diploma,R46,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,15 - 22,,196polytechniccourses.html,Culinary Nutrition,Biological Sciences|Business and Economics|Medicine Sciences,0.95,keyword,False,Supply Chain Management (0.62); Investment Management (0.6); Natural Resource Management (0.58)
n48-real-estate-business,Real Estate Business,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n48-real-estate-business,Diploma,N48,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,11 - 13,,196polytechniccourses.html,Business Administration,Architecture and Planning|Business and Economics|Politics and Social Studies,0.95,keyword,False,International Business (0.57); Business Administration (0.5); Health Education (0.5)
t48-psychology-studies,Psychology Studies,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t48-psychology-studies,Diploma,T48,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,Psychology,Biological Sciences|Politics and Social Studies,0.95,keyword,False,Psychology (1.0); Legal Studies (0.65); Global Studies (0.62)
n11-psychology-and-community-development,Psychology & Community Development,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n11-psychology-and-community-development,Diploma,N11,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,Psychology,Biological Sciences|Politics and Social Studies,0.95,keyword,False,Psychology (1.0); Organizational Development (0.57); Community Health (0.52)
t35-product-experience-and-design,Product Experience & Design,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t35-product-experience-and-design,Diploma,T35,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,,Arts and Design,0.5,domain_keyword,True,Industrial Design (0.55); Interior Design (0.52); Fashion Design (0.5)
t25-pharmaceutical-science,Pharmaceutical Science,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t25-pharmaceutical-science,Diploma,T25,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,,Medicine Sciences,0.5,domain_keyword,True,Political Science (0.72); Actuarial Science (0.67); Animal Science (0.67)
r22-pharmaceutical-science,Pharmaceutical Science,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r22-pharmaceutical-science,Diploma,R22,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,Medicine Sciences,0.5,domain_keyword,True,Political Science (0.72); Actuarial Science (0.67); Animal Science (0.67)
c65-pharmaceutical-science,Pharmaceutical Science,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c65-pharmaceutical-science,Diploma,C65,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,Medicine Sciences,0.5,domain_keyword,True,Political Science (0.72); Actuarial Science (0.67); Animal Science (0.67)
n73-pharmaceutical-science,Pharmaceutical Science,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n73-pharmaceutical-science,Diploma,N73,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,,Medicine Sciences,0.5,domain_keyword,True,Political Science (0.72); Actuarial Science (0.67); Animal Science (0.67)
s38-perfumery-and-cosmetic-science,Perfumery & Cosmetic Science,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s38-perfumery-and-cosmetic-science,Diploma,S38,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Political Science (0.58); Environmental Science (0.53); Actuarial Science (0.5)
r33-outdoor-education,Outdoor Education,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r33-outdoor-education,Diploma,R33,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,Educational Leadership,Biological Sciences|Education,0.95,keyword,False,Secondary Education (0.72); Health Education (0.67); Elementary Education (0.65)
c72-oral-health-therapy,Oral Health Therapy,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c72-oral-health-therapy,Diploma,C72,,"DAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,Medicine Sciences,0.5,domain_keyword,True,Global Health (0.62); Physical Therapy (0.57); Occupational Therapy (0.56)
s67-optometry,Optometry,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s67-optometry,Diploma,S67,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,History (0.5); Photography (0.5); Occupational Therapy (0.48)
n83-optometry,Optometry,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n83-optometry,Diploma,N83,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,History (0.5); Photography (0.5); Occupational Therapy (0.48)
n42-offshore-and-sustainable-engineering,Offshore & Sustainable Engineering,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n42-offshore-and-sustainable-engineering,Diploma,N42,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,Sustainable Engineering,Engineering|Physical and Environment Sciences,1.0,fuzzy,False,Sustainable Engineering (1.0); Mechanical Engineering (0.61); Chemical Engineering (0.59)
higher-nitec-in-advanced-manufacturing-2-years,Higher Nitec in Advanced Manufacturing (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-advanced-manufacturing-2-years,Higher Nitec,,,JAE ITE College Central,GCE O-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Advertising (0.48); Financial Planning (0.45); Landscape Architecture (0.45)
higher-nitec-in-accounting-3-years,Higher Nitec in Accounting (3 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-accounting-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central, ITE College East, ITE College West",GCE N-Level,,,99ITEcourses.html,Accounting,Business and Economics|Mathematics and Computer Science,0.95,keyword,False,Accounting (1.0); Counseling (0.7); Mass Communication (0.57)
higher-nitec-in-accounting-2-years,Higher Nitec in Accounting (2 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-accounting-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central, ITE College East, ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Accounting,Business and Economics|Mathematics and Computer Science,0.95,keyword,False,Accounting (1.0); Counseling (0.7); Mass Communication (0.57)
t45-veterinary-technology,Veterinary Technology,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t45-veterinary-technology,Diploma,T45,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,Animal Science,Biological Sciences|Veterinary and Agriculture Sciences,0.95,keyword,False,Veterinary Medicine (0.7); Information Technology (0.65); Renewable Energy Technologies (0.56)
n72-tourism-and-resort-management,Tourism & Resort Management,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n72-tourism-and-resort-management,Diploma,N72,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,5 - 12,,196polytechniccourses.html,,Business and Economics,0.5,domain_keyword,True,Natural Resource Management (0.74); Sports Management (0.68); Investment Management (0.62)
n95-tamil-studies-with-early-education,Tamil Studies with Early Education,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n95-tamil-studies-with-early-education,Diploma,N95,,"DAE, JPAE, Poly EAE Ngee Ann Polytechnic",,,,196polytechniccourses.html,Educational Leadership,Biological Sciences|Education|Language and Area Studies,0.95,keyword,False,Early Childhood Education (0.67); Secondary Education (0.57); Health Education (0.56)
r61-sustainable-built-environment,Sustainable Built Environment,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r61-sustainable-built-environment,Diploma,R61,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,Architecture and Planning,0.5,domain_keyword,True,Sustainable Engineering (0.65); Sustainable Agriculture (0.62); Sustainable Design and Construction (0.56)
c41-sustainability-in-engineering-with-business,Sustainability in Engineering with Business,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c41-sustainability-in-engineering-with-business,Diploma,C41,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,Business Administration|Climate Change & Sustainability Studies,Business and Economics|Engineering|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Sustainable Engineering (0.67); Sustainable Interior Design (0.57); Sustainable Agriculture (0.52)
r21-supply-chain-management,Supply Chain Management,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r21-supply-chain-management,Diploma,R21,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,Supply Chain Management,Business and Economics|Engineering,0.95,keyword,False,Supply Chain Management (1.0); Sports Management (0.65); Energy Management (0.6)
r43-sports-and-health,Sports & Health,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r43-sports-and-health,Diploma,R43,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,Medicine Sciences,0.5,domain_keyword,True,Community Health (0.58); Global Health (0.57); Public Health (0.57)
r49-sport-coaching,Sport Coaching,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r49-sport-coaching,Diploma,R49,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Sports Medicine (0.62); Sports Management (0.58); Information Technology (0.44)
c81-sport-and-wellness-management,Sport & Wellness Management,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c81-sport-and-wellness-management,Diploma,C81,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,6 - 13,,196polytechniccourses.html,Sports Management,Business and Economics|Communication,0.77,fuzzy,False,Sports Management (0.77); Energy Management (0.64); Supply Chain Management (0.6)
r26-sport-and-exercise-science,Sport & Exercise Science,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r26-sport-and-exercise-science,Diploma,R26,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,Exercise Science,Biological Sciences|Medicine Sciences,0.95,keyword,False,Exercise Science (1.0); Soil Science (0.61); Computer Science (0.6)
r24-sonic-arts,Sonic Arts,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r24-sonic-arts,Diploma,R24,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Fine Arts (0.63); Visual Arts (0.57); Performing Arts (0.56)
c47-social-work,Social Work,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c47-social-work,Diploma,C47,,"DAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,Social Work,Politics and Social Studies,0.95,keyword,False,Social Work (1.0); Sociology (0.6); Special Education (0.5)
t53-social-sciences-in-gerontology,Social Sciences in Gerontology,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t53-social-sciences-in-gerontology,Diploma,T53,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,Sociology,Education|Politics and Social Studies,0.95,keyword,False,Soil Science (0.57); Chemical Engineering (0.52); Solar Energy Engineering (0.52)
higher-nitec-in-business-administration-2-years,Higher Nitec in Business Administration (2 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-business-administration-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central, ITE College East, ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (1.0); Public Administration (0.77); Public Health Administration (0.71)
higher-nitec-in-bio-chemical-technology-3-years,Higher Nitec in Bio-Chemical Technology (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-bio-chemical-technology-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Information Technology (0.58); Chemical Engineering (0.56); Biomedical Engineering (0.53)
higher-nitec-in-bio-chemical-technology-2-years,Higher Nitec in Bio-Chemical Technology (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-bio-chemical-technology-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College East","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Information Technology (0.58); Chemical Engineering (0.56); Biomedical Engineering (0.53)
higher-nitec-in-beauty--wellness-management-3-years,Higher Nitec in Beauty & Wellness Management (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-beauty--wellness-management-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,,Business and Economics,0.5,domain_keyword,True,Energy Management (0.62); Supply Chain Management (0.59); Natural Resource Management (0.58)
higher-nitec-in-beauty--wellness-management-2-years,Higher Nitec in Beauty & Wellness Management (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-beauty--wellness-management-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,,Business and Economics,0.5,domain_keyword,True,Energy Management (0.62); Supply Chain Management (0.59); Natural Resource Management (0.58)
higher-nitec-in-automotive-engineering-3-years,Higher Nitec in Automotive Engineering (3 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-automotive-engineering-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West",GCE N-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Civil Engineering (0.72); Biomedical Engineering (0.68); Software Engineering (0.67)
higher-nitec-in-automotive-engineering-2-years,Higher Nitec in Automotive Engineering (2 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-automotive-engineering-2-years,Higher Nitec,,,JAE ITE College West,GCE O-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Civil Engineering (0.72); Biomedical Engineering (0.68); Software Engineering (0.67)
higher-nitec-in-architectural-technology-3-years,Higher Nitec in Architectural Technology (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-architectural-technology-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,Architecture (0.67); Green Architecture (0.57); Information Technology (0.57)
higher-nitec-in-architectural-technology-2-years,Higher Nitec in Architectural Technology (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-architectural-technology-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,,,0.0,none,True,Architecture (0.67); Green Architecture (0.57); Information Technology (0.57)
higher-nitec-in-applied-food-science-3-years,Higher Nitec in Applied Food Science (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-applied-food-science-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,Culinary Nutrition,Biological Sciences|Medicine Sciences|Physical and Environment Sciences,0.95,keyword,False,Food Science (1.0); Animal Science (0.59); Political Science (0.59)
higher-nitec-in-applied-food-science-2-years,Higher Nitec in Applied Food Science (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-applied-food-science-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,Culinary Nutrition,Biological Sciences|Medicine Sciences|Physical and Environment Sciences,0.95,keyword,False,Food Science (1.0); Animal Science (0.59); Political Science (0.59)
higher-nitec-in-ai-applications-3-years,Higher Nitec in AI Applications (3 years),"ITE College Central, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-ai-applications-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central, ITE College West",GCE N-Level,,,99ITEcourses.html,Artificial Intelligence & Machine Learning,Engineering|Mathematics and Computer Science,0.95,keyword,False,Public Relations (0.65); Animation (0.58); Media and Communications (0.56)
higher-nitec-in-ai-applications-2-years,Higher Nitec in AI Applications (2 years),"ITE College Central, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-ai-applications-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College Central, ITE College West",GCE O-Level,,,99ITEcourses.html,Artificial Intelligence & Machine Learning,Engineering|Mathematics and Computer Science,0.95,keyword,False,Public Relations (0.65); Animation (0.58); Media and Communications (0.56)
higher-nitec-in-aerospace-engineering-3-years,Higher Nitec in Aerospace Engineering (3 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-aerospace-engineering-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central",GCE N-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Software Engineering (0.73); Civil Engineering (0.68); Sustainable Engineering (0.68)
higher-nitec-in-aerospace-engineering-2-years,Higher Nitec in Aerospace Engineering (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-aerospace-engineering-2-years,Higher Nitec,,,JAE ITE College Central,GCE O-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Software Engineering (0.73); Civil Engineering (0.68); Sustainable Engineering (0.68)
higher-nitec-in-advanced-manufacturing-3-years,Higher Nitec in Advanced Manufacturing (3 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-advanced-manufacturing-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central",GCE N-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Advertising (0.48); Financial Planning (0.45); Landscape Architecture (0.45)
higher-nitec-in-cyber--network-security-2-years,Higher Nitec in Cyber & Network Security (2 years),"ITE College Central, ITE College East, ITE College West",ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-cyber--network-security-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College Central, ITE College East, ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,,,0.0,none,True,Cybersecurity (0.7); Gender and Sexuality Studies (0.42); Environmental Science (0.4)
higher-nitec-in-customer-experience-3-years,Higher Nitec in Customer Experience (3 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-customer-experience-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West",GCE N-Level,,,99ITEcourses.html,,,0.0,none,True,Computer Science (0.63); Sustainable Engineering (0.48); Exercise Science (0.46)
higher-nitec-in-customer-experience-2-years,Higher Nitec in Customer Experience (2 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-customer-experience-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College West","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,,,0.0,none,True,Computer Science (0.63); Sustainable Engineering (0.48); Exercise Science (0.46)
higher-nitec-in-culinary-arts-3-years,Higher Nitec in Culinary Arts (3 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-culinary-arts-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College West",GCE N-Level,,,99ITEcourses.html,Culinary Nutrition,Biological Sciences|Medicine Sciences,0.95,keyword,False,Culinary Nutrition (0.71); Fine Arts (0.64); Visual Arts (0.58)
higher-nitec-in-culinary-arts-2-years,Higher Nitec in Culinary Arts (2 years),ITE College West,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-culinary-arts-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College West",GCE O-Level,,,99ITEcourses.html,Culinary Nutrition,Biological Sciences|Medicine Sciences,0.95,keyword,False,Culinary Nutrition (0.71); Fine Arts (0.64); Visual Arts (0.58)
higher-nitec-in-community-care--social-services-3-years,Higher Nitec in Community Care & Social Services (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-community-care--social-services-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,,Politics and Social Studies,0.5,domain_keyword,True,Climate Change & Sustainability Studies (0.54); Community Health (0.54); Computer Science (0.54)
higher-nitec-in-community-care--social-services-2-years,Higher Nitec in Community Care & Social Services (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-community-care--social-services-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,,Politics and Social Studies,0.5,domain_keyword,True,Climate Change & Sustainability Studies (0.54); Community Health (0.54); Computer Science (0.54)
higher-nitec-in-communication-design-3-years,Higher Nitec in Communication Design (3 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-communication-design-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College Central",GCE N-Level,,,99ITEcourses.html,,Arts and Design|Communication,0.5,domain_keyword,True,Mass Communication (0.68); Fashion Design (0.65); Media and Communications (0.64)
higher-nitec-in-communication-design-2-years,Higher Nitec in Communication Design (2 years),ITE College Central,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-communication-design-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College Central",GCE O-Level,,,99ITEcourses.html,,Arts and Design|Communication,0.5,domain_keyword,True,Mass Communication (0.68); Fashion Design (0.65); Media and Communications (0.64)
higher-nitec-in-civil--structural-engineering-design-3-years,Higher Nitec in Civil & Structural Engineering Design (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-civil--structural-engineering-design-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,Civil Engineering,Arts and Design|Engineering|Physical and Environment Sciences,0.95,keyword,False,Civil Engineering (1.0); Electrical Engineering (0.61); Chemical Engineering (0.6)
higher-nitec-in-civil--structural-engineering-design-2-years,Higher Nitec in Civil & Structural Engineering Design (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-civil--structural-engineering-design-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College East","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Civil Engineering,Arts and Design|Engineering|Physical and Environment Sciences,0.95,keyword,False,Civil Engineering (1.0); Electrical Engineering (0.61); Chemical Engineering (0.6)
higher-nitec-in-chemical-process-technology-3-years,Higher Nitec in Chemical Process Technology (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-chemical-process-technology-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Information Technology (0.57); Renewable Energy Technologies (0.54); Agroecology (0.53)
higher-nitec-in-chemical-process-technology-2-years,Higher Nitec in Chemical Process Technology (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-chemical-process-technology-2-years,Higher Nitec,,,"JAE, ITE EAE ITE College East",GCE O-Level,,,99ITEcourses.html,,Engineering,0.5,domain_keyword,True,Information Technology (0.57); Renewable Energy Technologies (0.54); Agroecology (0.53)
higher-nitec-in-business-information-systems-3-years,Higher Nitec in Business Information Systems (3 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-business-information-systems-3-years,Higher Nitec,,,"JIEN, ITE EAE ITE College East",GCE N-Level,,,99ITEcourses.html,Business Administration,Business and Economics|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,Business Administration (0.67); Information Technology (0.56); Health Informatics (0.52)
higher-nitec-in-business-information-systems-2-years,Higher Nitec in Business Information Systems (2 years),ITE College East,ITE,ite,https://www.moe.gov.sg/coursefinder/coursedetail/higher-nitec-in-business-information-systems-2-years,Higher Nitec,,,"JAE, JIEH, ITE EAE ITE College East","GCE O-Level, GCE N(A)-Level",,,99ITEcourses.html,Business Administration,Business and Economics|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,Business Administration (0.67); Information Technology (0.56); Health Informatics (0.52)
